Date,Ventilators - Total Capacity,Ventilators in Use - Total,Ventilators in Use - COVID-19,Ventilators in Use - COVID-19 Patients,Ventilators in Use - COVID-19 PUI,Ventilators in Use - Non-COVID-19,Ventilators Available - Total,Ventilators Available - Hospital,Ventilators Available - EAMC Cache,Ventilator Surge Capacity,ICU Beds - Total Capacity,ICU Beds - Adult,ICU Beds - Pediatric,ICU Beds in Use - Total,ICU Beds in Use - COVID-19,ICU Beds in Use - COVID-19 Patients,ICU Beds in Use - COVID-19 PUI,ICU Beds in Use - Non-COVID-19,ICU Beds Available - Total,ICU Beds Available - Adult,ICU Beds Available - Pediatric,ICU Beds Surge Capacity - Adult,ICU Beds Surge Capacity - Pediatric,Acute Non-ICE Beds - Total Capacity,Acute Non-ICU Beds in Use - Total,Acute Non-ICU Beds in Use - COVID-19,Acute Non-ICU Beds in Use - COVID-19 Patients,Acute Non-ICU Beds in Use - COVID-19 PUI,Acute Non-ICU Beds in Use- Non-COVID-19,Acute Non-ICU Beds Available - Total,Combined Hospital Beds in Use - COVID-19,Daily Update PDF
12/09/2020,"2,000",661,180,168,12,481,"1,339","1,289",50,,"1,134",965,169,902,304,277,27,598,232,194,38,,,"7,778","6,052",888,690,198,"5,164","1,726","1,192",https://www.chicago.gov/content/dam/city/sites/covid/reports/hospital-capacity/2020.12.10_COVID-19_ICU_Vent_Capacity_Daily_Report.pdf
12/10/2020,"1,992",677,188,173,15,489,"1,315","1,265",50,,"1,135",966,169,880,299,268,31,581,255,204,51,,,"7,719","6,047",897,682,215,"5,150","1,672","1,196",https://www.chicago.gov/content/dam/city/sites/covid/reports/hospital-capacity/2020.12.11_COVID-19_ICU_Vent_Capacity_Daily_Report.pdf
12/11/2020,"2,001",648,186,174,12,462,"1,353","1,303",50,,"1,148",979,169,900,308,275,33,592,248,192,56,,,"7,742","6,015",853,675,178,"5,162","1,727","1,161",https://www.chicago.gov/content/dam/city/sites/covid/reports/hospital-capacity/2020.12.12_COVID-19_ICU_Vent_Capacity_Daily_Report.pdf
12/12/2020,"2,001",660,170,165,5,490,"1,341","1,291",50,,"1,134",965,169,910,316,277,39,594,224,184,40,,,"7,734","5,933",890,677,213,"5,043","1,801","1,206",https://www.chicago.gov/content/dam/city/sites/covid/reports/hospital-capacity/2020.12.13_COVID-19_ICU_Vent_Capacity_Daily_Report.pdf
12/13/2020,"2,001",639,180,165,15,459,"1,362","1,312",50,,"1,136",967,169,875,303,265,38,572,261,220,41,,,"7,733","6,015",884,692,192,"5,131","1,718","1,187",https://www.chicago.gov/content/dam/city/sites/covid/reports/hospital-capacity/2020.12.14_COVID-19_ICU_Vent_Capacity_Daily_Report.pdf
12/14/2020,"1,990",629,164,153,11,465,"1,361","1,311",50,,"1,134",965,169,859,288,258,30,571,275,212,63,,,"7,729","6,110",849,667,182,"5,261","1,619","1,137",https://www.chicago.gov/content/dam/city/sites/covid/reports/hospital-capacity/2020.12.15_COVID-19_ICU_Vent_Capacity_Daily_Report.pdf
12/15/2020,"1,983",660,167,156,11,493,"1,323","1,273",50,,"1,147",978,169,901,293,259,34,608,246,202,44,,,"7,723","6,104",891,703,188,"5,213","1,619","1,184",https://www.chicago.gov/content/dam/city/sites/covid/reports/hospital-capacity/2020.12.16_COVID-19_ICU_Vent_Capacity_Daily_Report.pdf
12/16/2020,"1,997",614,165,153,12,449,"1,383","1,333",50,,"1,147",978,169,900,307,270,37,593,247,190,57,,,"7,730","6,161",888,667,221,"5,273","1,569","1,195",https://www.chicago.gov/content/dam/city/sites/covid/reports/hospital-capacity/2020.12.17_COVID-19_ICU_Vent_Capacity_Daily_Report.pdf
12/17/2020,"1,987",628,173,158,15,455,"1,359","1,309",50,,"1,147",978,169,874,290,261,29,584,273,220,53,,,"7,730","6,152",875,663,212,"5,277","1,578","1,165",https://www.chicago.gov/content/dam/city/sites/covid/reports/hospital-capacity/2020.12.18_COVID-19_ICU_Vent_Capacity_Daily_Report.pdf
12/18/2020,"1,998",603,171,167,4,432,"1,395","1,345",50,,"1,147",978,169,869,285,267,18,584,278,219,59,,,"7,719","6,137",835,660,175,"5,302","1,582","1,120",https://www.chicago.gov/content/dam/city/sites/covid/reports/hospital-capacity/2020.12.19_COVID-19_ICU_Vent_Capacity_Daily_Report.pdf
12/19/2020,"1,982",650,159,156,3,491,"1,332","1,282",50,,"1,148",979,169,860,292,263,29,568,288,236,52,,,"7,726","6,003",794,629,165,"5,209","1,723","1,086",https://www.chicago.gov/content/dam/city/sites/covid/reports/hospital-capacity/2020.12.20_COVID-19_ICU_Vent_Capacity_Daily_Report.pdf
12/20/2020,"1,985",617,166,158,8,451,"1,368","1,318",50,,"1,148",979,169,832,289,257,32,543,316,247,69,,,"7,708","5,745",813,643,170,"4,932","1,963","1,102",https://www.chicago.gov/content/dam/city/sites/covid/reports/hospital-capacity/2020.12.21_COVID-19_ICU_Vent_Capacity_Daily_Report.pdf
12/21/2020,"1,983",607,173,162,11,434,"1,376","1,326",50,,"1,149",980,169,819,283,260,23,536,330,280,50,,,"7,724","5,731",875,667,208,"4,856","1,993","1,158",https://www.chicago.gov/content/dam/city/sites/covid/reports/hospital-capacity/2020.12.22_COVID-19_ICU_Vent_Capacity_Daily_Report.pdf
12/22/2020,"1,987",605,157,149,8,448,"1,382","1,332",50,,"1,147",978,169,884,261,240,21,623,263,217,46,,,"7,694","5,837",852,647,205,"4,985","1,857","1,113",https://www.chicago.gov/content/dam/city/sites/covid/reports/hospital-capacity/2020.12.23_COVID-19_ICU_Vent_Capacity_Daily_Report.pdf
12/23/2020,"1,995",585,156,154,2,429,"1,410","1,360",50,,"1,147",978,169,867,266,251,15,601,280,218,62,,,"7,712","5,777",853,639,214,"4,924","1,935","1,119",https://www.chicago.gov/content/dam/city/sites/covid/reports/hospital-capacity/2020.12.24_COVID-19_ICU_Vent_Capacity_Daily_Report.pdf
12/24/2020,"1,995",605,158,150,8,447,"1,390","1,340",50,,"1,145",976,169,833,276,251,25,557,312,248,64,,,"7,694","5,572",810,615,195,"4,762","2,122","1,086",https://www.chicago.gov/content/dam/city/sites/covid/reports/hospital-capacity/2020.12.25_COVID-19_ICU_Vent_Capacity_Daily_Report.pdf
12/25/2020,"1,996",634,156,150,6,478,"1,362","1,312",50,,"1,150",981,169,790,256,234,22,534,360,287,73,,,"7,702","5,462",725,581,144,"4,737","2,240",981,https://www.chicago.gov/content/dam/city/sites/covid/reports/hospital-capacity/2020.12.26_COVID-19_ICU_Vent_Capacity_Daily_Report.pdf
12/26/2020,"1,997",633,161,153,8,472,"1,364","1,314",50,,"1,151",982,169,853,272,243,29,581,298,245,53,,,"7,728","5,253",710,575,135,"4,543","2,475",982,https://www.chicago.gov/content/dam/city/sites/covid/reports/hospital-capacity/2020.12.27_COVID-19_ICU_Vent_Capacity_Daily_Report.pdf
12/27/2020,"1,997",607,165,150,15,442,"1,390","1,340",50,,"1,151",982,169,829,262,230,32,567,322,262,60,,,"7,718","5,363",757,592,165,"4,606","2,355","1,019",https://www.chicago.gov/content/dam/city/sites/covid/reports/hospital-capacity/2020.12.28_COVID-19_ICU_Vent_Capacity_Daily_Report.pdf
12/28/2020,"1,995",625,155,147,8,470,"1,370","1,320",50,,"1,148",979,169,851,280,241,39,571,297,227,70,,,"7,693","5,495",764,612,152,"4,731","2,198","1,044",https://www.chicago.gov/content/dam/city/sites/covid/reports/hospital-capacity/2020.12.29_COVID-19_ICU_Vent_Capacity_Daily_Report.pdf
12/29/2020,"1,995",657,149,142,7,508,"1,338","1,288",50,,"1,148",979,169,864,264,237,27,600,284,236,48,,,"7,700","5,855",787,641,146,"5,068","1,845","1,051",https://www.chicago.gov/content/dam/city/sites/covid/reports/hospital-capacity/2020.12.30_COVID-19_ICU_Vent_Capacity_Daily_Report.pdf
12/30/2020,"1,997",654,155,145,10,499,"1,343","1,293",50,,"1,148",979,169,861,265,233,32,596,287,225,62,,,"7,712","5,798",806,619,187,"4,992","1,914","1,071",https://www.chicago.gov/content/dam/city/sites/covid/reports/hospital-capacity/2020.12.31_COVID-19_ICU_Vent_Capacity_Daily_Report.pdf
12/31/2020,"1,997",619,148,146,2,471,"1,378","1,328",50,,"1,147",978,169,879,253,225,28,626,268,227,41,,,"7,707","5,842",771,583,188,"5,071","1,865","1,024",https://www.chicago.gov/content/dam/city/sites/covid/reports/hospital-capacity/2020.12.32_COVID-19_ICU_Vent_Capacity_Daily_Report.pdf
01/01/2021,"1,995",628,144,136,8,484,"1,367","1,317",50,,"1,147",978,169,862,242,221,21,620,285,243,42,,,"7,707","5,618",690,551,139,"4,928","2,089",932,https://www.chicago.gov/content/dam/city/sites/covid/reports/hospital-capacity/2021.01.02_COVID-19_ICU_Vent_Capacity_Daily_Report.pdf
01/02/2021,"1,999",618,144,134,10,474,"1,381","1,331",50,,"1,158",989,169,850,238,222,16,612,308,248,60,,,"7,696","5,590",609,508,101,"4,981","2,106",847,https://www.chicago.gov/content/dam/city/sites/covid/reports/hospital-capacity/2021.01.03_COVID-19_ICU_Vent_Capacity_Daily_Report.pdf
01/03/2021,"1,981",645,168,132,36,477,"1,336","1,286",50,,"1,158",989,169,817,242,220,22,575,341,268,73,,,"7,681","5,486",694,559,135,"4,792","2,195",936,https://www.chicago.gov/content/dam/city/sites/covid/reports/hospital-capacity/2021.01.04_COVID-19_ICU_Vent_Capacity_Daily_Report.pdf
01/04/2021,"1,976",614,140,131,9,474,"1,362","1,312",50,,"1,159",990,169,833,229,205,24,604,326,254,72,,,"7,677","5,629",673,538,135,"4,956","2,048",902,https://www.chicago.gov/content/dam/city/sites/covid/reports/hospital-capacity/2021.01.05_COVID-19_ICU_Vent_Capacity_Daily_Report.pdf
01/05/2021,"1,994",614,134,129,5,480,"1,380","1,330",50,,"1,151",982,169,875,224,199,25,651,276,227,49,,,"7,732","6,011",677,538,139,"5,334","1,721",901,https://www.chicago.gov/content/dam/city/sites/covid/reports/hospital-capacity/2021.01.06_COVID-19_ICU_Vent_Capacity_Daily_Report.pdf
01/06/2021,"1,994",607,129,121,8,478,"1,387","1,337",50,,"1,151",982,169,850,208,188,20,642,301,250,51,,,"7,725","5,996",686,542,144,"5,310","1,729",894,https://www.chicago.gov/content/dam/city/sites/covid/reports/hospital-capacity/2021.01.07_COVID-19_ICU_Vent_Capacity_Daily_Report.pdf
01/07/2021,"1,996",613,119,115,4,494,"1,383","1,333",50,,"1,149",980,169,893,216,188,28,677,256,208,48,,,"7,717","5,928",656,516,140,"5,272","1,789",872,https://www.chicago.gov/content/dam/city/sites/covid/reports/hospital-capacity/2021.01.08_COVID-19_ICU_Vent_Capacity_Daily_Report.pdf
01/08/2021,"1,994",612,110,105,5,502,"1,382","1,332",50,,"1,151",982,169,866,194,179,15,672,285,227,58,,,"7,721","5,980",645,520,125,"5,335","1,741",839,https://www.chicago.gov/content/dam/city/sites/covid/reports/hospital-capacity/2021.01.09_COVID-19_ICU_Vent_Capacity_Daily_Report.pdf
01/09/2021,"1,994",592,109,105,4,483,"1,402","1,352",50,,"1,151",982,169,854,199,181,18,655,297,254,43,,,"7,716","5,966",623,485,138,"5,343","1,750",822,https://www.chicago.gov/content/dam/city/sites/covid/reports/hospital-capacity/2021.01.10_COVID-19_ICU_Vent_Capacity_Daily_Report.pdf
01/10/2021,"1,994",594,110,103,7,484,"1,400","1,350",50,,"1,130",961,169,801,197,178,19,604,329,288,41,,,"7,724","5,782",619,498,121,"5,163","1,942",816,https://www.chicago.gov/content/dam/city/sites/covid/reports/hospital-capacity/2021.01.11_COVID-19_ICU_Vent_Capacity_Daily_Report.pdf
01/11/2021,"1,994",578,110,102,8,468,"1,416","1,366",50,,"1,147",978,169,798,195,172,23,603,349,280,69,,,"7,711","5,794",608,499,109,"5,186","1,917",803,https://www.chicago.gov/content/dam/city/sites/covid/reports/hospital-capacity/2021.01.12_COVID-19_ICU_Vent_Capacity_Daily_Report.pdf
01/12/2021,"1,994",614,98,91,7,516,"1,380","1,330",50,,"1,146",977,169,864,186,165,21,678,282,238,44,,,"7,712","6,016",685,524,161,"5,331","1,696",871,https://www.chicago.gov/content/dam/city/sites/covid/reports/hospital-capacity/2021.01.13_COVID-19_ICU_Vent_Capacity_Daily_Report.pdf
01/13/2021,"1,995",602,96,91,5,506,"1,393","1,343",50,,"1,147",978,169,831,181,163,18,650,316,249,67,,,"7,704","5,967",637,499,138,"5,330","1,737",818,https://www.chicago.gov/content/dam/city/sites/covid/reports/hospital-capacity/2021.01.14_COVID-19_ICU_Vent_Capacity_Daily_Report.pdf
01/14/2021,"1,996",562,102,93,9,460,"1,434","1,384",50,,"1,156",978,178,844,179,158,21,665,312,246,66,,,"7,717","6,065",623,473,150,"5,442","1,652",802,https://www.chicago.gov/content/dam/city/sites/covid/reports/hospital-capacity/2021.01.15_COVID-19_ICU_Vent_Capacity_Daily_Report.pdf
01/15/2021,"2,000",578,93,83,10,485,"1,422","1,372",50,,"1,157",979,178,853,178,151,27,675,304,250,54,,,"7,687","5,977",617,479,138,"5,360","1,710",795,https://www.chicago.gov/content/dam/city/sites/covid/reports/hospital-capacity/2021.01.16_COVID-19_ICU_Vent_Capacity_Daily_Report.pdf
01/16/2021,"1,995",582,98,87,11,484,"1,413","1,363",50,,"1,156",978,178,784,176,153,23,608,372,296,76,,,"7,725","5,931",602,461,141,"5,329","1,794",778,https://www.chicago.gov/content/dam/city/sites/covid/reports/hospital-capacity/2021.01.17_COVID-19_ICU_Vent_Capacity_Daily_Report.pdf
01/17/2021,"1,996",632,98,88,10,534,"1,364","1,314",50,,"1,156",978,178,786,172,147,25,614,370,293,77,,,"7,718","5,754",619,465,154,"5,135","1,964",791,https://www.chicago.gov/content/dam/city/sites/covid/reports/hospital-capacity/2021.01.18_COVID-19_ICU_Vent_Capacity_Daily_Report.pdf
01/18/2021,"1,996",634,106,94,12,528,"1,362","1,312",50,,"1,152",974,178,775,187,152,35,588,377,303,74,,,"7,722","5,798",595,460,135,"5,203","1,924",782,https://www.chicago.gov/content/dam/city/sites/covid/reports/hospital-capacity/2021.01.19_COVID-19_ICU_Vent_Capacity_Daily_Report.pdf
01/19/2021,"1,996",578,105,95,10,473,"1,418","1,368",50,,"1,152",974,178,863,187,151,36,676,289,240,49,,,"7,714","6,098",551,427,124,"5,547","1,616",738,https://www.chicago.gov/content/dam/city/sites/covid/reports/hospital-capacity/2021.01.20_COVID-19_ICU_Vent_Capacity_Daily_Report.pdf
01/20/2021,"1,992",603,103,89,14,500,"1,389","1,339",50,,"1,150",972,178,839,163,139,24,676,311,240,71,,,"7,727","5,995",586,449,137,"5,409","1,732",749,https://www.chicago.gov/content/dam/city/sites/covid/reports/hospital-capacity/2021.01.21_COVID-19_ICU_Vent_Capacity_Daily_Report.pdf
01/21/2021,"1,992",735,96,88,8,639,"1,257","1,207",50,,"1,154",976,178,829,156,139,17,673,325,260,65,,,"7,697","6,088",602,456,146,"5,486","1,609",758,https://www.chicago.gov/content/dam/city/sites/covid/reports/hospital-capacity/2021.01.22_COVID-19_ICU_Vent_Capacity_Daily_Report.pdf
01/22/2021,"1,972",599,93,87,6,506,"1,373","1,323",50,,"1,152",974,178,844,158,136,22,686,308,247,61,,,"7,722","6,085",603,451,152,"5,482","1,637",761,https://www.chicago.gov/content/dam/city/sites/covid/reports/hospital-capacity/2021.01.23_COVID-19_ICU_Vent_Capacity_Daily_Report.pdf
01/23/2021,"1,978",596,97,86,11,499,"1,382","1,332",50,,"1,153",975,178,843,162,133,29,681,310,264,46,,,"7,744","5,858",597,434,163,"5,261","1,886",759,https://www.chicago.gov/content/dam/city/sites/covid/reports/hospital-capacity/2021.01.24_COVID-19_ICU_Vent_Capacity_Daily_Report.pdf
01/24/2021,"1,978",621,84,78,6,537,"1,357","1,307",50,,"1,153",975,178,818,164,137,27,654,335,262,73,,,"7,724","5,748",572,419,153,"5,176","1,976",736,https://www.chicago.gov/content/dam/city/sites/covid/reports/hospital-capacity/2021.01.25_COVID-19_ICU_Vent_Capacity_Daily_Report.pdf
01/25/2021,"1,979",554,103,84,19,451,"1,425","1,375",50,,"1,152",974,178,801,174,142,32,627,351,292,59,,,"7,711","5,802",567,412,155,"5,235","1,909",741,https://www.chicago.gov/content/dam/city/sites/covid/reports/hospital-capacity/2021.01.26_COVID-19_ICU_Vent_Capacity_Daily_Report.pdf
01/26/2021,"1,979",572,97,88,9,475,"1,407","1,357",50,,"1,154",976,178,846,170,140,30,676,308,253,55,,,"7,716","5,858",558,394,164,"5,300","1,858",728,https://www.chicago.gov/content/dam/city/sites/covid/reports/hospital-capacity/2021.01.27_COVID-19_ICU_Vent_Capacity_Daily_Report.pdf
01/27/2021,"1,981",610,84,81,3,526,"1,371","1,321",50,,"1,155",977,178,839,149,132,17,690,316,247,69,,,"7,718","5,915",564,400,164,"5,351","1,803",713,https://www.chicago.gov/content/dam/city/sites/covid/reports/hospital-capacity/2021.01.28_COVID-19_ICU_Vent_Capacity_Daily_Report.pdf
01/28/2021,"1,985",596,83,80,3,513,"1,389","1,339",50,,"1,148",970,178,868,151,135,16,717,280,238,42,,,"7,786","6,012",534,398,136,"5,478","1,774",685,https://www.chicago.gov/content/dam/city/sites/covid/reports/hospital-capacity/2021.01.29_COVID-19_ICU_Vent_Capacity_Daily_Report.pdf
01/29/2021,"1,988",573,88,86,2,485,"1,415","1,365",50,,"1,153",975,178,841,140,128,12,701,312,240,72,,,"7,771","6,078",508,382,126,"5,570","1,693",648,https://www.chicago.gov/content/dam/city/sites/covid/reports/hospital-capacity/2021.01.30_COVID-19_ICU_Vent_Capacity_Daily_Report.pdf
01/30/2021,"1,994",559,91,85,6,468,"1,435","1,385",50,,"1,155",977,178,803,146,128,18,657,352,279,73,,,"7,775","5,886",485,363,122,"5,401","1,889",631,https://www.chicago.gov/content/dam/city/sites/covid/reports/hospital-capacity/2021.01.31_COVID-19_ICU_Vent_Capacity_Daily_Report.pdf
01/31/2021,"1,993",580,86,78,8,494,"1,413","1,363",50,,"1,155",977,178,771,144,126,18,627,384,301,83,,,"7,764","5,756",474,354,120,"5,282","2,008",618,https://www.chicago.gov/content/dam/city/sites/covid/reports/hospital-capacity/2021.01.32_COVID-19_ICU_Vent_Capacity_Daily_Report.pdf
02/01/2021,"1,992",583,83,77,6,500,"1,409","1,359",50,,"1,153",975,178,789,145,127,18,644,364,304,60,,,"7,739","5,741",476,353,123,"5,265","1,998",621,https://www.chicago.gov/content/dam/city/sites/covid/reports/hospital-capacity/2021.02.02_COVID-19_ICU_Vent_Capacity_Daily_Report.pdf
02/02/2021,"1,992",548,92,85,7,456,"1,444","1,394",50,,"1,152",974,178,839,156,135,21,683,313,271,42,,,"7,743","5,985",482,338,144,"5,503","1,758",638,https://www.chicago.gov/content/dam/city/sites/covid/reports/hospital-capacity/2021.02.03_COVID-19_ICU_Vent_Capacity_Daily_Report.pdf
02/03/2021,"1,989",533,100,94,6,433,"1,456","1,406",50,,"1,152",974,178,815,160,141,19,655,337,275,62,,,"7,753","6,017",430,330,100,"5,587","1,736",590,https://www.chicago.gov/content/dam/city/sites/covid/reports/hospital-capacity/2021.02.04_COVID-19_ICU_Vent_Capacity_Daily_Report.pdf
02/04/2021,"1,991",607,98,94,4,509,"1,384","1,334",50,,"1,137",959,178,806,153,138,15,653,331,267,64,,,"7,744","6,157",436,324,112,"5,721","1,587",589,https://www.chicago.gov/content/dam/city/sites/covid/reports/hospital-capacity/2021.02.05_COVID-19_ICU_Vent_Capacity_Daily_Report.pdf
02/05/2021,"1,991",576,84,79,5,492,"1,415","1,365",50,,"1,141",963,178,833,144,124,20,689,308,267,41,,,"7,743","6,084",419,312,107,"5,665","1,659",563,https://www.chicago.gov/content/dam/city/sites/covid/reports/hospital-capacity/2021.02.06_COVID-19_ICU_Vent_Capacity_Daily_Report.pdf
02/06/2021,"2,001",572,87,78,9,485,"1,429","1,379",50,,"1,141",963,178,851,159,130,29,692,290,234,56,,,"7,754","5,923",403,294,109,"5,520","1,831",562,https://www.chicago.gov/content/dam/city/sites/covid/reports/hospital-capacity/2021.02.07_COVID-19_ICU_Vent_Capacity_Daily_Report.pdf
02/07/2021,"2,001",547,87,79,8,460,"1,454","1,404",50,,"1,153",975,178,797,140,123,17,657,356,300,56,,,"7,745","5,790",395,286,109,"5,395","1,955",535,https://www.chicago.gov/content/dam/city/sites/covid/reports/hospital-capacity/2021.02.08_COVID-19_ICU_Vent_Capacity_Daily_Report.pdf
02/08/2021,"1,999",584,82,78,4,502,"1,415","1,365",50,,"1,149",971,178,800,155,126,29,645,349,272,77,,,"7,752","5,834",398,302,96,"5,436","1,918",553,https://www.chicago.gov/content/dam/city/sites/covid/reports/hospital-capacity/2021.02.09_COVID-19_ICU_Vent_Capacity_Daily_Report.pdf
02/09/2021,"1,981",570,93,81,12,477,"1,411","1,361",50,,"1,150",972,178,841,148,127,21,693,309,258,51,,,"7,764","6,031",416,292,124,"5,615","1,733",564,https://www.chicago.gov/content/dam/city/sites/covid/reports/hospital-capacity/2021.02.10_COVID-19_ICU_Vent_Capacity_Daily_Report.pdf
02/10/2021,"1,981",556,78,76,2,478,"1,425","1,375",50,,"1,151",973,178,816,134,120,14,682,335,261,74,,,"7,764","5,988",399,297,102,"5,589","1,776",533,https://www.chicago.gov/content/dam/city/sites/covid/reports/hospital-capacity/2021.02.11_COVID-19_ICU_Vent_Capacity_Daily_Report.pdf
02/11/2021,"1,980",564,75,70,5,489,"1,416","1,366",50,,"1,150",972,178,869,134,118,16,735,281,240,41,,,"7,764","6,080",394,314,80,"5,686","1,684",528,https://www.chicago.gov/content/dam/city/sites/covid/reports/hospital-capacity/2021.02.12_COVID-19_ICU_Vent_Capacity_Daily_Report.pdf
02/12/2021,"1,976",606,60,55,5,546,"1,370","1,320",50,,"1,150",972,178,834,116,103,13,718,316,252,64,,,"7,766","5,994",412,302,110,"5,582","1,772",528,https://www.chicago.gov/content/dam/city/sites/covid/reports/hospital-capacity/2021.02.13_COVID-19_ICU_Vent_Capacity_Daily_Report.pdf
02/13/2021,"1,976",571,59,56,3,512,"1,405","1,355",50,,"1,150",972,178,816,112,99,13,704,334,268,66,,,"7,765","5,818",382,280,102,"5,436","1,947",494,https://www.chicago.gov/content/dam/city/sites/covid/reports/hospital-capacity/2021.02.14_COVID-19_ICU_Vent_Capacity_Daily_Report.pdf
02/14/2021,"1,976",582,62,55,7,520,"1,394","1,344",50,,"1,150",972,178,782,115,96,19,667,368,295,73,,,"7,759","5,688",362,264,98,"5,326","2,071",477,https://www.chicago.gov/content/dam/city/sites/covid/reports/hospital-capacity/2021.02.15_COVID-19_ICU_Vent_Capacity_Daily_Report.pdf
02/15/2021,"1,976",583,65,57,8,518,"1,393","1,343",50,,"1,148",970,178,817,117,99,18,700,331,270,61,,,"7,754","5,797",367,268,99,"5,430","1,957",484,https://www.chicago.gov/content/dam/city/sites/covid/reports/hospital-capacity/2021.02.16_COVID-19_ICU_Vent_Capacity_Daily_Report.pdf
02/16/2021,"1,976",779,59,54,5,720,"1,197","1,147",50,,"1,148",970,178,827,113,102,11,714,321,249,72,,,"7,720","5,902",349,257,92,"5,553","1,818",462,https://www.chicago.gov/content/dam/city/sites/covid/reports/hospital-capacity/2021.02.17_COVID-19_ICU_Vent_Capacity_Daily_Report.pdf
02/17/2021,"1,974",640,64,56,8,576,"1,334","1,284",50,,"1,145",967,178,813,123,104,19,690,332,262,70,,,"7,764","5,870",328,245,83,"5,542","1,894",451,https://www.chicago.gov/content/dam/city/sites/covid/reports/hospital-capacity/2021.02.18_COVID-19_ICU_Vent_Capacity_Daily_Report.pdf
02/18/2021,"1,974",561,59,54,5,502,"1,413","1,363",50,,"1,144",966,178,863,107,95,12,756,281,237,44,,,"7,754","6,073",307,231,76,"5,766","1,681",414,https://www.chicago.gov/content/dam/city/sites/covid/reports/hospital-capacity/2021.02.19_COVID-19_ICU_Vent_Capacity_Daily_Report.pdf
02/19/2021,"1,974",579,58,53,5,521,"1,395","1,345",50,,"1,146",968,178,824,108,94,14,716,322,261,61,,,"7,686","5,815",292,223,69,"5,523","1,871",400,https://www.chicago.gov/content/dam/city/sites/covid/reports/hospital-capacity/2021.02.20_COVID-19_ICU_Vent_Capacity_Daily_Report.pdf
02/20/2021,"1,975",591,62,56,6,529,"1,384","1,334",50,,"1,144",966,178,852,113,95,18,739,292,251,41,,,"7,659","5,715",283,206,77,"5,432","1,944",396,https://www.chicago.gov/content/dam/city/sites/covid/reports/hospital-capacity/2021.02.21_COVID-19_ICU_Vent_Capacity_Daily_Report.pdf
02/21/2021,"1,975",560,61,58,3,499,"1,415","1,365",50,,"1,146",968,178,815,110,98,12,705,331,289,42,,,"7,671","5,672",280,193,87,"5,392","1,999",390,https://www.chicago.gov/content/dam/city/sites/covid/reports/hospital-capacity/2021.02.22_COVID-19_ICU_Vent_Capacity_Daily_Report.pdf
02/25/2021,"1,977",585,68,58,10,517,"1,392","1,342",50,,"1,143",965,178,839,118,97,21,721,304,254,50,,,"7,645","6,007",256,179,77,"5,751","1,638",374,https://www.chicago.gov/content/dam/city/sites/covid/reports/hospital-capacity/2021.02.26_COVID-19_ICU_Vent_Capacity_Daily_Report.pdf
02/26/2021,"1,979",573,53,47,6,520,"1,406","1,356",50,,"1,143",965,178,851,103,84,19,748,292,238,54,,,"7,645","6,098",233,165,68,"5,865","1,547",336,https://www.chicago.gov/content/dam/city/sites/covid/reports/hospital-capacity/2021.02.27_COVID-19_ICU_Vent_Capacity_Daily_Report.pdf
02/27/2021,"1,982",608,52,46,6,556,"1,374","1,324",50,,"1,143",965,178,817,103,84,19,714,326,273,53,,,"7,654","5,811",206,142,64,"5,605","1,843",309,https://www.chicago.gov/content/dam/city/sites/covid/reports/hospital-capacity/2021.02.28_COVID-19_ICU_Vent_Capacity_Daily_Report.pdf
02/28/2021,"1,980",596,54,50,4,542,"1,384","1,334",50,,"1,145",967,178,785,91,79,12,694,360,299,61,,,"7,661","5,702",225,145,80,"5,477","1,959",316,https://www.chicago.gov/content/dam/city/sites/covid/reports/hospital-capacity/2021.02.29_COVID-19_ICU_Vent_Capacity_Daily_Report.pdf
03/17/2021,"1,970",570,37,32,5,533,"1,400","1,350",50,,"1,213","1,035",178,908,70,58,12,838,305,261,44,,,"7,648","5,890",212,145,67,"5,678","1,758",282,https://www.chicago.gov/content/dam/city/sites/covid/reports/hospital-capacity/2021.03.18_COVID-19_ICU_Vent_Capacity_Daily_Report.pdf
03/18/2021,"1,974",556,36,31,5,520,"1,418","1,368",50,,"1,213","1,035",178,899,71,53,18,828,314,270,44,,,"7,647","6,003",217,148,69,"5,786","1,644",288,https://www.chicago.gov/content/dam/city/sites/covid/reports/hospital-capacity/2021.03.19_COVID-19_ICU_Vent_Capacity_Daily_Report.pdf
03/19/2021,"1,971",571,34,30,4,537,"1,400","1,350",50,,"1,216","1,038",178,895,62,52,10,833,321,264,57,,,"7,669","5,962",235,156,79,"5,727","1,707",297,https://www.chicago.gov/content/dam/city/sites/covid/reports/hospital-capacity/2021.03.20_COVID-19_ICU_Vent_Capacity_Daily_Report.pdf
03/20/2021,"3,886","1,152",62,56,6,"1,090","2,734","2,684",50,,"2,436","2,080",356,"1,842",134,110,24,"1,708",594,518,76,,,"15,290","11,844",446,316,130,"11,398","3,446",580,https://www.chicago.gov/content/dam/city/sites/covid/reports/hospital-capacity/2021.03.21_COVID-19_ICU_Vent_Capacity_Daily_Report.pdf
03/27/2021,"1,974",577,38,33,5,539,"1,397","1,347",50,,"1,217","1,039",178,954,92,71,21,862,263,232,31,,,"7,670","6,003",234,166,68,"5,769","1,667",326,https://www.chicago.gov/content/dam/city/sites/covid/reports/hospital-capacity/2021.03.28_COVID-19_ICU_Vent_Capacity_Daily_Report.pdf
